번호,설치장소명,설치장소상세,설치시도명,설치시군구명,설치시설구분,서비스제공사명,와이파이SSID,설치연월,소재지도로명주소,소재지지번주소,관리기관명,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자
7054,녹사평역 주변,주요거리,서울특별시,용산구,기타,서울시(LGU+),SEOUL,,서울특별시 용산구 녹사평대로40길 56,,서울특별시 용산구청,02-2199-6650,37.534371,126.988949,2021-10-22
7055,녹사평역 주변,주요거리,서울특별시,용산구,기타,서울시(LGU+),SEOUL,,서울특별시 용산구 녹사평대로40길 41,,서울특별시 용산구청,02-2199-6650,37.534474,126.988104,2021-10-22
7056,녹사평역 주변,주요거리,서울특별시,용산구,기타,서울시(LGU+),SEOUL,,서울특별시 용산구 녹사평대로40길 19,,서울특별시 용산구청,02-2199-6650,37.535783,126.988608,2021-10-22
7057,이태원 초등학교 후문,주요거리,서울특별시,용산구,기타,서울시(LGU+),SEOUL,,서울특별시 용산구 녹사평대로40가길 3,,서울특별시 용산구청,02-2199-6650,37.535058,126.987308,2021-10-22
7058,반포녹지대(동빙고어린이집앞),주요거리,서울특별시,용산구,기타,서울시(KT),SEOUL,,서울특별시 용산구 녹사평대로 66,,서울특별시 용산구청,02-2199-6650,37.524,126.994,2021-10-22
7059,송학당 경로당,복지센터등,서울특별시,용산구,서민·복지시설,서울시(다산),SEOUL,,서울특별시 용산구 효창원로37라길 11,,서울특별시 용산구청,02-2199-6650,37.537842,126.958102,2021-10-22
7060,이태원 주요 거리,주요거리,서울특별시,용산구,기타,자치구,SEOUL,,서울특별시 용산구 보광로 119,,서울특별시 용산구청,02-2199-6650,37.533275,126.994244,2021-10-22
7061,이태원 주요 거리,주요거리,서울특별시,용산구,기타,자치구,SEOUL,,서울특별시 용산구 회나무로 30,,서울특별시 용산구청,02-2199-6650,37.539394,126.989843,2021-10-22
7062,이태원 주요 거리,주요거리,서울특별시,용산구,기타,자치구,SEOUL,,서울특별시 용산구 이태원로 14길 36,,서울특별시 용산구청,02-2199-6650,37.53294,126.991184,2021-10-22
7063,효창공원,공원,서울특별시,용산구,지역문화시설,서울시(SKT),SEOUL,,서울특별시 용산구 신공덕동 2-585,,서울특별시 용산구청,02-2199-6650,37.544172,126.957839,2021-10-22
7064,이태원 수영장 앞 가로등,주요거리,서울특별시,용산구,기타,서울시(SAW),SEOUL,,서울특별시 용산구 이태원동 540,,서울특별시 용산구청,02-2199-6650,37.5357041,126.9850646,2021-10-22
7065,이태원종합시장,주요거리,서울특별시,용산구,기타,서울시(SAW),SEOUL,,서울특별시 용산구 이태원동 34-111,,서울특별시 용산구청,02-2199-6650,37.5329233,126.9889412,2021-10-22
7066,경리단길 전주,주요거리,서울특별시,용산구,기타,서울시(SAW),SEOUL,,서울특별시 용산구 이태원동 225-167,,서울특별시 용산구청,02-2199-6650,37.5393938,126.9876919,2021-10-22
7067,효창공원,공원,서울특별시,용산구,지역문화시설,서울시(SKT),SEOUL,,서울특별시 용산구 신공덕동 2-585,,서울특별시 용산구청,02-2199-6650,37.544172,126.957839,2021-10-22
7068,청파도서관,문화관광,서울특별시,용산구,관광,서울시(삼성),SEOUL,,서울특별시 용산구 서계동 227-1,,서울특별시 용산구청,02-2199-6650,37.553919,126.967551,2021-10-22
7069,원효2주민센터,공공기관,서울특별시,용산구,관공서,서울시(삼성),SEOUL,,서울특별시 용산구 산천동 81-1,,서울특별시 용산구청,02-2199-6650,37.534312,126.951496,2021-10-22
7070,후암시장 삼거리,전통시장,서울특별시,용산구,지역문화시설,서울시(LGU+),SEOUL,,서울특별시 용산구 후암로35길 22,,서울특별시 용산구청,02-2199-6650,37.550569,126.976126,2021-10-22
7071,후암시장 사거리-1,전통시장,서울특별시,용산구,지역문화시설,서울시(다산),SEOUL,,서울특별시 용산구 후암로 47,,서울특별시 용산구청,02-2199-6650,37.550263,126.977207,2021-10-22
7072,용산문화원정자,공원,서울특별시,용산구,지역문화시설,서울시(SKT),SEOUL,,서울특별시 용산구 효창원로8길 28,,서울특별시 용산구청,02-2199-6650,37.533641,126.952027,2021-10-22
7073,용문시장사거리,전통시장,서울특별시,용산구,지역문화시설,미래부(LGU+),SEOUL,,서울특별시 용산구 효창원로42길 38-3,,서울특별시 용산구청,02-2199-6650,37.535718,126.9602076,2021-10-22
7074,용문시장,전통시장,서울특별시,용산구,지역문화시설,서울시(LGU+),SEOUL,,서울특별시 용산구 효창원로 95,,서울특별시 용산구청,02-2199-6650,37.537293,126.959566,2021-10-22
7075,서울시농아노인지원센터,복지센터등,서울특별시,용산구,서민·복지시설,미래부(LGU+),SEOUL,,서울특별시 용산구 한강대로21길 17-7,,서울특별시 용산구청,02-2199-6650,37.526549,126.963915,2021-10-22
7076,서울역2,주요거리,서울특별시,용산구,기타,LGU+,SEOUL,,서울특별시 용산구 한강대로 391,,서울특별시 용산구청,02-2199-6650,37.553389,126.972368,2021-10-22
7077,숙대입구역1,버스승차대,서울특별시,용산구,교통시설,KT,SEOUL,,서울특별시 용산구 한강대로 287,,서울특별시 용산구청,02-2199-6650,37.543928,126.972275,2021-10-22
7078,숙대입구역7번출구,주요거리,서울특별시,용산구,기타,서울시(다산),SEOUL,,서울특별시 용산구 한강대로 285,,서울특별시 용산구청,02-2199-6650,37.543806,126.972122,2021-10-22
7079,숙명여대입구,주요거리,서울특별시,용산구,기타,서울시(다산),SEOUL,,서울특별시 용산구 청파로47길 62-2,,서울특별시 용산구청,02-2199-6650,37.5449014,126.9669915,2021-10-22
7080,숙명여대입구,주요거리,서울특별시,용산구,기타,서울시(SKT),SEOUL,,서울특별시 용산구 청파로47길 25,,서울특별시 용산구청,02-2199-6650,37.5447708,126.9689675,2021-10-22
7081,숙명여대입구,주요거리,서울특별시,용산구,기타,서울시(다산),SEOUL,,서울특별시 용산구 청파로43길 71,,서울특별시 용산구청,02-2199-6650,37.544061,126.966655,2021-10-22
7082,청파공원,공원,서울특별시,용산구,지역문화시설,서울시(다산),SEOUL,,서울특별시 용산구 청파로 373,,서울특별시 용산구청,02-2199-6650,37.553,126.969,2021-10-22
7083,용산여성인력개발센터,복지센터등,서울특별시,용산구,서민·복지시설,미래부(LGU+),SEOUL,,서울특별시 용산구 청파로 139-21,,서울특별시 용산구청,02-2199-6650,37.53479,126.966405,2021-10-22
7084,효창공원,공원,서울특별시,용산구,지역문화시설,서울시(다산),SEOUL,,서울특별시 용산구 임정로 99,,서울특별시 용산구청,02-2199-6650,37.5467132,126.9618633,2021-10-22
7085,용산수화통역센터,복지센터등,서울특별시,용산구,서민·복지시설,미래부(LGU+),SEOUL,,서울특별시 용산구 이태원로27가길 42,,서울특별시 용산구청,02-2199-6650,37.535027,126.99281,2021-10-22
7086,삼각지어린이공원,공원,서울특별시,용산구,지역문화시설,서울시(KT),SEOUL,,서울특별시 용산구 이태원로 8,,서울특별시 용산구청,02-2199-6650,37.535,126.975,2021-10-22
7087,이촌어린이공원,공원,서울특별시,용산구,지역문화시설,서울시(KT),SEOUL,,서울특별시 용산구 이촌로87길 14,,서울특별시 용산구청,02-2199-6650,37.519,126.979,2021-10-22
7088,이촌종합시장(앞),전통시장,서울특별시,용산구,지역문화시설,서울시(다산),SEOUL,,서울특별시 용산구 이촌로75길 6,,서울특별시 용산구청,02-2199-6650,37.52,126.975,2021-10-22
7089,이촌종합시장,전통시장,서울특별시,용산구,지역문화시설,서울시(다산),SEOUL,,서울특별시 용산구 이촌로65가길 91,,서울특별시 용산구청,02-2199-6650,37.520922,126.975429,2021-10-22
7090,이촌종합시장,전통시장,서울특별시,용산구,지역문화시설,미래부(LGU+),SEOUL,,서울특별시 용산구 이촌로65가길 72,,서울특별시 용산구청,02-2199-6650,37.5208426,126.974964,2021-10-22
7091,성촌근린공원,공원,서울특별시,용산구,지역문화시설,서울시(SKT),SEOUL,,서울특별시 용산구 이촌로2가길 36,,서울특별시 용산구청,02-2199-6650,37.5299971,126.953138,2021-10-22
7092,성촌근린공원,공원,서울특별시,용산구,지역문화시설,서울시(SKT),SEOUL,,서울특별시 용산구 이촌로 5,,서울특별시 용산구청,02-2199-6650,37.531191,126.954614,2021-10-22
7093,현대자동차 서비스,버스승차대,서울특별시,용산구,교통시설,KT,SEOUL,,서울특별시 용산구 원효로 86,,서울특별시 용산구청,02-2199-6650,37.532173,126.953493,2021-10-22
7094,소월길어린이공원,공원,서울특별시,용산구,지역문화시설,서울시(KT),SEOUL,,서울특별시 용산구 소월로30길 53-2,,서울특별시 용산구청,02-2199-6650,37.544,126.989,2021-10-22
7095,혜심원,복지센터등,서울특별시,용산구,서민·복지시설,미래부(LGU+),SEOUL,,서울특별시 용산구 소월로2나길 18,,서울특별시 용산구청,02-2199-6650,37.5534289,126.9774887,2021-10-22
7096,한글박물관,문화관광,서울특별시,용산구,관광,미래부(LGU+),SEOUL,,서울특별시 용산구 서빙고로 139,,서울특별시 용산구청,02-2199-6650,37.5211823,126.9809191,2021-10-22
7097,국립중앙박물관,문화관광,서울특별시,용산구,관광,미래부(SKT),SEOUL,,서울특별시 용산구 서빙고로 137,,서울특별시 용산구청,02-2199-6650,37.5240867,126.9803881,2021-10-22
7098,한강로2가 거리,주요거리,서울특별시,용산구,기타,미래부(LGU+),SEOUL,,서울특별시 용산구 새창로 213,,서울특별시 용산구청,02-2199-6650,37.5304527,126.9673477,2021-10-22
7099,용문시장 사거리 -1,전통시장,서울특별시,용산구,지역문화시설,서울시(다산),SEOUL,,서울특별시 용산구 새창로 109,,서울특별시 용산구청,02-2199-6650,37.53755,126.960448,2021-10-22
7100,이태원거리#3,주요거리,서울특별시,용산구,기타,LGU+,SEOUL,,서울특별시 용산구 보광로55길 3,,서울특별시 용산구청,02-2199-6650,37.5330445,126.9941982,2021-10-22
7101,보광초교정문,주요거리,서울특별시,용산구,기타,서울시(KT),SEOUL,,서울특별시 용산구 보광로50길 19,,서울특별시 용산구청,02-2199-6650,37.532,126.996,2021-10-22
7102,한강로1가 거리,주요거리,서울특별시,용산구,기타,미래부(LGU+),SEOUL,,서울특별시 용산구 백범로 402,,서울특별시 용산구청,02-2199-6650,37.5356509,126.973199,2021-10-22
7103,한강중학교앞,버스승차대,서울특별시,용산구,교통시설,KT,SEOUL,,서울특별시 용산구 녹사평대로 73,,서울특별시 용산구청,02-2199-6650,37.524717,126.992306,2021-10-22
7104,용산 마을마당,주요거리,서울특별시,용산구,기타,서울시(KT),SEOUL,,서울특별시 용산구 녹사평대로 286,,서울특별시 용산구청,02-2199-6650,37.543,126.989,2021-10-22
7105,해방촌길,주요거리,서울특별시,용산구,기타,서울시(다산),SEOUL,,서울특별시 용산구 녹사평대로 245,,서울특별시 용산구청,02-2199-6650,37.539497,126.9866245,2021-10-22
7106,남대문쪽방촌 상담소(사랑방),복지센터등,서울특별시,용산구,서민·복지시설,서울시(다산),SEOUL,,서울특별시 용산구 후암로60길 21,,서울특별시 용산구청,02-2199-6650,37.55472,126.97418,2021-10-22
7107,이태원 주요 거리,주요거리,서울특별시,용산구,기타,자치구,SEOUL,,서울특별시 용산구 녹사평대로 40길 1,,서울특별시 용산구청,02-2199-6650,37.535889,126.987259,2021-10-22
7108,용산구 종합행정타운,공공기관,서울특별시,용산구,관공서,자치구,SEOUL,,서울특별시 용산구 녹사평대로 150,,서울특별시 용산구청,02-2199-6650,37.532628,126.99003,2021-10-22
7109,화곡6,강서구청1,서울특별시,강서구,교통시설,서울특별시 강서구,SEOUL,,서울특별시 강서구 화곡로 322,,서울특별시 강서구,02-2600-6563,37.552662,126.850571,2022-02-09
7110,화곡6,강서구청2,서울특별시,강서구,교통시설,서울특별시 강서구,SEOUL,,서울특별시 강서구 화곡로 319,,서울특별시 강서구,02-2600-6563,37.552729,126.850179,2022-02-09
7111,발산1,강서운전면허시험장,서울특별시,강서구,관공서,서울특별시 강서구,SEOUL,,서울특별시 강서구 남부순환로 171,,서울특별시 강서구,02-2600-6563,37.550678,126.822506,2022-02-09
7112,발산1,강서운전면허시험장,서울특별시,강서구,관공서,서울특별시 강서구,SEOUL,,서울특별시 강서구 남부순환로 171,,서울특별시 강서구,02-2600-6563,37.550678,126.822506,2022-02-09
7113,발산1,강서운전면허시험장,서울특별시,강서구,관공서,서울특별시 강서구,SEOUL,,서울특별시 강서구 남부순환로 171,,서울특별시 강서구,02-2600-6563,37.550678,126.822506,2022-02-09
7114,발산1,강서운전면허시험장,서울특별시,강서구,관공서,서울특별시 강서구,SEOUL,,서울특별시 강서구 남부순환로 171,,서울특별시 강서구,02-2600-6563,37.550678,126.822506,2022-02-09
7115,발산1,강서운전면허시험장,서울특별시,강서구,관공서,서울특별시 강서구,SEOUL,,서울특별시 강서구 남부순환로 171,,서울특별시 강서구,02-2600-6563,37.550678,126.822506,2022-02-09
7116,우장산,개나리공원,서울특별시,강서구,지역문화시설,서울특별시 강서구,SEOUL,,,서울특별시 강서구 우장산동 75-3,서울특별시 강서구,02-2600-6563,37.548311,126.844029,2022-02-09
7117,방화2,개화마을마당,서울특별시,강서구,지역문화시설,서울특별시 강서구,SEOUL,,,서울특별시 강서구 방화2동 458,서울특별시 강서구,02-2600-6563,37.579333,126.80157,2022-02-09
7118,가양1,공암나루근린공원,서울특별시,강서구,지역문화시설,서울특별시 강서구,SEOUL,,서울특별시 강서구 허준로 23,,서울특별시 강서구,02-2600-6563,37.572216,126.846295,2022-02-09
7119,가양1,공암나루근린공원,서울특별시,강서구,지역문화시설,서울특별시 강서구,SEOUL,,서울특별시 강서구 허준로 23,,서울특별시 강서구,02-2600-6563,37.572091,126.846491,2022-02-09
7120,가양1,공암나루근린공원,서울특별시,강서구,지역문화시설,서울특별시 강서구,SEOUL,,서울특별시 강서구 강서로 532,,서울특별시 강서구,02-2600-6563,37.573219,126.84459,2022-02-09
7121,가양1,공암나루근린공원,서울특별시,강서구,지역문화시설,서울특별시 강서구,SEOUL,,서울특별시 강서구 강서로 532,,서울특별시 강서구,02-2600-6563,37.573234,126.844553,2022-02-09
7122,방화2,공항시장역 2번출구,서울특별시,강서구,기타,서울특별시 강서구,SEOUL,,서울특별시 강서구 방화동로 41,,서울특별시 강서구,02-2600-6563,37.564378,126.811066,2022-02-09
7123,방화1,공항시장역 2번출구,서울특별시,강서구,기타,서울특별시 강서구,SEOUL,,서울특별시 강서구 방화동로 41,,서울특별시 강서구,02-2600-6563,37.564378,126.811066,2022-02-09
7124,화곡6,구청 옆 먹자골목-1,서울특별시,강서구,기타,서울특별시 강서구,SEOUL,,서울특별시 강서구 공항대로46길 73,,서울특별시 강서구,02-2600-6563,37.552781,126.851624,2022-02-09
7125,화곡6,구청 옆 먹자골목-2,서울특별시,강서구,기타,서울특별시 강서구,SEOUL,,서울특별시 강서구 공항대로46길 73,,서울특별시 강서구,02-2600-6563,37.552781,126.851624,2022-02-09
7126,화곡6,구청 옆 먹자골목-3,서울특별시,강서구,기타,서울특별시 강서구,SEOUL,,서울특별시 강서구 공항대로46길 73,,서울특별시 강서구,02-2600-6563,37.552781,126.851624,2022-02-09
7127,가양1,궁산근린공원,서울특별시,강서구,지역문화시설,서울특별시 강서구,SEOUL,,서울특별시 강서구 양천로47나길 52-14,,서울특별시 강서구,02-2600-6563,37.573052,126.840463,2022-02-09
7128,가양1,궁산근린공원,서울특별시,강서구,지역문화시설,서울특별시 강서구,SEOUL,,서울특별시 강서구 양천로47나길 52-14,,서울특별시 강서구,02-2600-6563,37.573052,126.840463,2022-02-09
7129,가양1,궁산근린공원,서울특별시,강서구,지역문화시설,서울특별시 강서구,SEOUL,,서울특별시 강서구 양천로47나길 52-54,,서울특별시 강서구,02-2600-6563,37.574313,126.840809,2022-02-09
7130,가양1,궁산근린공원,서울특별시,강서구,지역문화시설,서울특별시 강서구,SEOUL,,서울특별시 강서구 양천로47나길 52-54,,서울특별시 강서구,02-2600-6563,37.574313,126.840809,2022-02-09
7131,가양1,궁산근린공원,서울특별시,강서구,지역문화시설,서울특별시 강서구,SEOUL,,,서울특별시 강서구 가양1동 산4-7 궁산 정상,서울특별시 강서구,02-2600-6563,37.574518,126.840923,2022-02-09
7132,가양1,궁산근린공원,서울특별시,강서구,지역문화시설,서울특별시 강서구,SEOUL,,,서울특별시 강서구 가양1동 산4-7 궁산 소악루 옆,서울특별시 강서구,02-2600-6563,37.574253,126.841215,2022-02-09
7133,공항,김포공항(국내선),서울특별시,강서구,교통시설,서울특별시 강서구,SEOUL,,서울특별시 강서구 남부순환로9길 13-12,,서울특별시 강서구,02-2600-6563,37.559167,126.803991,2022-02-09
7134,방화2,김포공항(국제선),서울특별시,강서구,교통시설,서울특별시 강서구,SEOUL,,서울특별시 강서구 남부순환로9길 13-12,,서울특별시 강서구,02-2600-6563,37.565146,126.800968,2022-02-09
7135,화곡8,까치산근린공원 1,서울특별시,강서구,지역문화시설,서울특별시 강서구,SEOUL,,서울특별시 강서구 초록마을로36길 42,,서울특별시 강서구,02-2600-6563,37.5374,126.844442,2022-02-09
7136,화곡8,까치산근린공원 1,서울특별시,강서구,지역문화시설,서울특별시 강서구,SEOUL,,서울특별시 강서구 초록마을로36길 42,,서울특별시 강서구,02-2600-6563,37.537211,126.844497,2022-02-09
7137,화곡8,까치산근린공원 2,서울특별시,강서구,지역문화시설,서울특별시 강서구,SEOUL,,서울특별시 강서구 강서로17나길 86,,서울특별시 강서구,02-2600-6563,37.53682,126.843401,2022-02-09
7138,화곡8,까치산근린공원 2,서울특별시,강서구,지역문화시설,서울특별시 강서구,SEOUL,,서울특별시 강서구 강서로17가길 46,,서울특별시 강서구,02-2600-6563,37.536803,126.843112,2022-02-09
7139,화곡8,배다리어린이공원,서울특별시,강서구,지역문화시설,서울특별시 강서구,SEOUL,,서울특별시 강서구 강서로12길 23-1,,서울특별시 강서구,02-2600-6563,37.532083,126.848285,2022-02-09
7140,화곡1,까치어린이공원,서울특별시,강서구,지역문화시설,서울특별시 강서구,SEOUL,,,서울특별시 강서구 화곡1동 354-14 까치어린이공원,서울특별시 강서구,02-2600-6563,37.533278,126.8419,2022-02-09
7141,방화3,느티어린이공원,서울특별시,강서구,지역문화시설,서울특별시 강서구,SEOUL,,,서울특별시 강서구 방화3동 799 느티공원,서울특별시 강서구,02-2600-6563,37.579344,126.810336,2022-02-09
7142,방화3,느티어린이공원,서울특별시,강서구,지역문화시설,서울특별시 강서구,SEOUL,,,서울특별시 강서구 방화3동 799 느티공원,서울특별시 강서구,02-2600-6563,37.579344,126.810336,2022-02-09
7143,화곡8,대무어린이공원,서울특별시,강서구,지역문화시설,서울특별시 강서구,SEOUL,,서울특별시 강서구 초록마을로30길 35-7,,서울특별시 강서구,02-2600-6563,37.538085,126.847491,2022-02-09
7144,화곡4,남부골목시장,서울특별시,강서구,편의시설,서울특별시 강서구,SEOUL,,서울특별시 강서구 등촌로5길 62-4,,서울특별시 강서구,02-2600-6563,37.533185,126.860033,2022-02-09
7145,화곡4,남부골목시장,서울특별시,강서구,편의시설,서울특별시 강서구,SEOUL,,서울특별시 강서구 등촌로5길 62-4,,서울특별시 강서구,02-2600-6563,37.533185,126.860033,2022-02-09
7146,화곡4,남부골목시장,서울특별시,강서구,편의시설,서울특별시 강서구,SEOUL,,서울특별시 강서구 등촌로5길 62-4,,서울특별시 강서구,02-2600-6563,37.533185,126.860033,2022-02-09
7147,화곡4,남부골목시장,서울특별시,강서구,편의시설,서울특별시 강서구,SEOUL,,서울특별시 강서구 등촌로5길 62-4,,서울특별시 강서구,02-2600-6563,37.533185,126.860033,2022-02-09
7148,화곡4,남부골목시장,서울특별시,강서구,편의시설,서울특별시 강서구,SEOUL,,서울특별시 강서구 등촌로5길 62-4,,서울특별시 강서구,02-2600-6563,37.533185,126.860033,2022-02-09
7149,화곡4,남부골목시장,서울특별시,강서구,편의시설,서울특별시 강서구,SEOUL,,서울특별시 강서구 등촌로5길 62-4,,서울특별시 강서구,02-2600-6563,37.533185,126.860033,2022-02-09
7150,화곡4,남부골목시장,서울특별시,강서구,편의시설,서울특별시 강서구,SEOUL,,서울특별시 강서구 등촌로5길 62-4,,서울특별시 강서구,02-2600-6563,37.533185,126.860033,2022-02-09
7151,화곡4,남부골목시장,서울특별시,강서구,편의시설,서울특별시 강서구,SEOUL,,서울특별시 강서구 등촌로5길 62-4,,서울특별시 강서구,02-2600-6563,37.533185,126.860033,2022-02-09
7152,화곡4,남부골목시장,서울특별시,강서구,편의시설,서울특별시 강서구,SEOUL,,서울특별시 강서구 등촌로5길 62-4,,서울특별시 강서구,02-2600-6563,37.533185,126.860033,2022-02-09
7153,화곡4,남부골목시장,서울특별시,강서구,편의시설,서울특별시 강서구,SEOUL,,서울특별시 강서구 등촌로5길 62-4,,서울특별시 강서구,02-2600-6563,37.533185,126.860033,2022-02-09
7154,화곡4,남부골목시장,서울특별시,강서구,편의시설,서울특별시 강서구,SEOUL,,서울특별시 강서구 등촌로5길 62-4,,서울특별시 강서구,02-2600-6563,37.533185,126.860033,2022-02-09
7155,화곡4,남부골목시장,서울특별시,강서구,편의시설,서울특별시 강서구,SEOUL,,서울특별시 강서구 등촌로5길 62-4,,서울특별시 강서구,02-2600-6563,37.533185,126.860033,2022-02-09
7156,화곡4,남부골목시장,서울특별시,강서구,편의시설,서울특별시 강서구,SEOUL,,서울특별시 강서구 등촌로5길 62-4,,서울특별시 강서구,02-2600-6563,37.533185,126.860033,2022-02-09
7157,화곡본,한마음복지재단,서울특별시,강서구,서민·복지시설,서울특별시 강서구,SEOUL,,서울특별시 강서구 초록마을로14길 46,,서울특별시 강서구,02-2600-6563,37.540944,126.847982,2022-02-09
7158,방화1,뇌성마비복지관,서울특별시,강서구,서민·복지시설,서울특별시 강서구,SEOUL,,서울특별시 강서구 방화대로45길 69,,서울특별시 강서구,02-2600-6563,37.574174,126.81038,2022-02-09
7159,방화1,뇌성마비복지관,서울특별시,강서구,서민·복지시설,서울특별시 강서구,SEOUL,,서울특별시 강서구 방화대로45길 69,,서울특별시 강서구,02-2600-6563,37.574174,126.81038,2022-02-09
7160,방화1,뇌성마비복지관,서울특별시,강서구,서민·복지시설,서울특별시 강서구,SEOUL,,서울특별시 강서구 방화대로45길 69,,서울특별시 강서구,02-2600-6563,37.574174,126.81038,2022-02-09
7161,방화1,뇌성마비복지관,서울특별시,강서구,서민·복지시설,서울특별시 강서구,SEOUL,,서울특별시 강서구 방화대로45길 69,,서울특별시 강서구,02-2600-6563,37.574174,126.81038,2022-02-09
7162,방화1,뇌성마비복지관,서울특별시,강서구,서민·복지시설,서울특별시 강서구,SEOUL,,서울특별시 강서구 방화대로45길 69,,서울특별시 강서구,02-2600-6563,37.574174,126.81038,2022-02-09
7163,방화1,뇌성마비복지관,서울특별시,강서구,서민·복지시설,서울특별시 강서구,SEOUL,,서울특별시 강서구 방화대로45길 69,,서울특별시 강서구,02-2600-6563,37.574174,126.81038,2022-02-09
7164,방화1,뇌성마비복지관,서울특별시,강서구,서민·복지시설,서울특별시 강서구,SEOUL,,서울특별시 강서구 방화대로45길 69,,서울특별시 강서구,02-2600-6563,37.574174,126.81038,2022-02-09
7165,방화1,뇌성마비복지관,서울특별시,강서구,서민·복지시설,서울특별시 강서구,SEOUL,,서울특별시 강서구 방화대로45길 69,,서울특별시 강서구,02-2600-6563,37.574174,126.81038,2022-02-09
7166,방화1,뇌성마비복지관,서울특별시,강서구,서민·복지시설,서울특별시 강서구,SEOUL,,서울특별시 강서구 방화대로45길 69,,서울특별시 강서구,02-2600-6563,37.574174,126.81038,2022-02-09
7167,방화1,뇌성마비복지관,서울특별시,강서구,서민·복지시설,서울특별시 강서구,SEOUL,,서울특별시 강서구 방화대로45길 69,,서울특별시 강서구,02-2600-6563,37.574174,126.81038,2022-02-09
7168,방화1,뇌성마비복지관,서울특별시,강서구,서민·복지시설,서울특별시 강서구,SEOUL,,서울특별시 강서구 방화대로45길 69,,서울특별시 강서구,02-2600-6563,37.574174,126.81038,2022-02-09
7169,방화1,뇌성마비복지관,서울특별시,강서구,서민·복지시설,서울특별시 강서구,SEOUL,,서울특별시 강서구 방화대로45길 69,,서울특별시 강서구,02-2600-6563,37.574174,126.81038,2022-02-09
7170,방화1,뇌성마비복지관,서울특별시,강서구,서민·복지시설,서울특별시 강서구,SEOUL,,서울특별시 강서구 방화대로45길 69,,서울특별시 강서구,02-2600-6563,37.574174,126.81038,2022-02-09
7171,방화1,뇌성마비복지관,서울특별시,강서구,서민·복지시설,서울특별시 강서구,SEOUL,,서울특별시 강서구 방화대로45길 69,,서울특별시 강서구,02-2600-6563,37.574174,126.81038,2022-02-09
7172,방화1,뇌성마비복지관,서울특별시,강서구,서민·복지시설,서울특별시 강서구,SEOUL,,서울특별시 강서구 방화대로45길 69,,서울특별시 강서구,02-2600-6563,37.574174,126.81038,2022-02-09
7173,방화1,뇌성마비복지관,서울특별시,강서구,서민·복지시설,서울특별시 강서구,SEOUL,,서울특별시 강서구 방화대로45길 69,,서울특별시 강서구,02-2600-6563,37.574174,126.81038,2022-02-09
7174,가양2,늘푸른나무복지관,서울특별시,강서구,서민·복지시설,서울특별시 강서구,SEOUL,,서울특별시 강서구 허준로5길 37,,서울특별시 강서구,02-2600-6563,37.56894,126.84936,2022-02-09
7175,가양2,늘푸른나무복지관,서울특별시,강서구,서민·복지시설,서울특별시 강서구,SEOUL,,서울특별시 강서구 허준로5길 37,,서울특별시 강서구,02-2600-6563,37.56894,126.84936,2022-02-09
7176,가양2,늘푸른나무복지관,서울특별시,강서구,서민·복지시설,서울특별시 강서구,SEOUL,,서울특별시 강서구 허준로5길 37,,서울특별시 강서구,02-2600-6563,37.56894,126.84936,2022-02-09
7177,가양2,늘푸른나무복지관,서울특별시,강서구,서민·복지시설,서울특별시 강서구,SEOUL,,서울특별시 강서구 허준로5길 37,,서울특별시 강서구,02-2600-6563,37.56894,126.84936,2022-02-09
7178,가양2,늘푸른나무복지관,서울특별시,강서구,서민·복지시설,서울특별시 강서구,SEOUL,,서울특별시 강서구 허준로5길 37,,서울특별시 강서구,02-2600-6563,37.56894,126.84936,2022-02-09
7179,가양2,늘푸른나무복지관,서울특별시,강서구,서민·복지시설,서울특별시 강서구,SEOUL,,서울특별시 강서구 허준로5길 37,,서울특별시 강서구,02-2600-6563,37.56894,126.84936,2022-02-09
7180,화곡8,대무어린이공원,서울특별시,강서구,지역문화시설,서울특별시 강서구,SEOUL,,서울특별시 강서구 초록마을로30길 35-7,,서울특별시 강서구,02-2600-6563,37.538085,126.847491,2022-02-09
7181,화곡3,대원시장,서울특별시,강서구,편의시설,서울특별시 강서구,SEOUL,,서울특별시 강서구 강서로 211,,서울특별시 강서구,02-2600-6563,37.544585,126.837347,2022-02-09
7182,화곡8,더부리어린이공원,서울특별시,강서구,지역문화시설,서울특별시 강서구,SEOUL,,,서울특별시 강서구 화곡8동 339-19,서울특별시 강서구,02-2600-6563,37.534912,126.846557,2022-02-09
7183,발산1,덕원여고 정문,서울특별시,강서구,교육시설,서울특별시 강서구,SEOUL,,서울특별시 강서구 강서로45길 91-44,,서울특별시 강서구,02-2600-6563,37.548932,126.830091,2022-02-09
7184,발산1,덕원여고 정문,서울특별시,강서구,교육시설,서울특별시 강서구,SEOUL,,서울특별시 강서구 강서로45길 91-44,,서울특별시 강서구,02-2600-6563,37.548934,126.830549,2022-02-09
7185,등촌1,도림어린이공원,서울특별시,강서구,지역문화시설,서울특별시 강서구,SEOUL,,서울특별시 강서구 공항대로59길 103,,서울특별시 강서구,02-2600-6563,37.555706,126.862767,2022-02-09
7186,등촌1,도림어린이공원,서울특별시,강서구,지역문화시설,서울특별시 강서구,SEOUL,,서울특별시 강서구 공항대로59길 103,,서울특별시 강서구,02-2600-6563,37.555638,126.862686,2022-02-09
